CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,timezone1,MatchEndDate,MatchEndTime,MATCH_NO_OF_OVERS,ROUND_ID,MatchTypeName,RowNo,CompetitionName,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,MatchHomeTeamLogo,MatchAwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow,ProjectedScore,2ndProjectedScore,3rdProjectedScore,TeamType,MOM,MOM_TYPE,MOMPlayerId,MOMRuns,MOMBalls,MOMWicket,MOMRC,MOMImage,KO,GMTMatchEndTime,GMTMatchEndDate,matchDateTime,timestamp,CustomMatchTime
46,405,6,Multi Day,Post,2021-11-25,25 Nov 2021,India VS New Zealand,09:30,04:00 GMT,2021-11-25,1,India,4,New Zealand,IND,NZ,59,Green Park,Match Drawn  ,India,India won the Toss and elected to bat, won the Toss and elected to bat,1,345/10 (111.1 Ov) & 234/7 dec (81.0 Ov),296/10 (142.3 Ov) & 165/9 (98.0 Ov),,2021-11-25T09:30:00,Kanpur,,,,,,,,42,87,44,86,1,India,,,,,4,New Zealand,Asia/Kolkata,29 Nov 2021,17:00,90,0,Test,1.0,New Zealand tour of India Test Series 2021/22,Nitin Menon,Virender Kumar Sharma,Anil Chaudhary,Match Drawn  ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,0,+9.5,2020-100mb00000000385-239be93d521e11,Ajaz Patel,2,23,0,0,8.69,,2021-100mb00000000724-7645abdd460011,Rachin Ravindra,18,91,2,0,19.78,,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,28.0,40,10,4,1.43,42.0,https://scores.bcci.tv/matchcentre/playerimages/Pa1yg7G4Mc166166157246.png,,,100,4,345/10 (111.1 Overs),345,10,111.1,3.1,296/10 (142.3 Overs),296,10,142.3,2.08,234/7 dec (81.0 Overs),234,7 dec,81.0,2.89,165/9 (98.0 Overs),165,9,98.0,1.68,,,,,,,,,,,2,1,India,4,New Zealand,,,,,,1st Test,,,1.0,0,0.0,0.0,,,,,,,,,,,,,,0.0,
46,406,6,Multi Day,Post,2021-12-03,3 Dec 2021,India VS New Zealand,09:30,04:00 GMT,2021-12-03,1,India,4,New Zealand,IND,NZ,21,Wankhede Stadium,India Won by 372  Runs ,India,India won the Toss and elected to bat, won the Toss and elected to bat,0,325/10 (109.5 Ov) & 276/7 dec (70.0 Ov),62/10 (28.1 Ov) & 167/10 (56.3 Ov),,2021-12-03T09:30:00,Mumbai,,,,,,,,44,42,87,86,1,India,,,,,4,New Zealand,Asia/Kolkata,7 Dec 2021,17:00,200,0,Test,2.0,New Zealand tour of India Test Series 2021/22,Anil Chaudhary,Nitin Menon,Virender Kumar Sharma,India Won by 372  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,0,+9.5,2019-100mb00000000074-f90332631e3f11,Henry Nicholls,44,111,8,0,39.63,https://scores.bcci.tv/matchcentre/playerimages/s4SShEYy12167398529274.png,2020-100mb00000000385-239be93d521e11,Ajaz Patel,0,5,0,0,0.0,,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,22.3,34,9,4,1.51,33.75,https://scores.bcci.tv/matchcentre/playerimages/Y0fzXxpgNd166607980645.png,,,100,4,325/10 (109.5 Overs),325,10,109.5,2.96,62/10 (28.1 Overs),62,10,28.1,2.2,276/7 dec (70.0 Overs),276,7 dec,70.0,3.94,167/10 (56.3 Overs),167,10,56.3,2.96,,,,,,,,,,,2,1,India,4,New Zealand,,,,,1,2nd  Test,,,2.0,0,0.0,0.0,,,,,,,,,,,,,,0.0,
48,409,6,Multi Day,Post,2021-12-26,26 Dec 2021,South Africa vs India,10:00,08:00 GMT,2021-12-26,1,India,5,South Africa,IND,SA,60,SuperSport Park,India Won by 113  Runs ,India,India Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,327/10 (105.3 Ov) & 174/10 (50.3 Ov),197/10 (62.3 Ov) & 191/10 (68.0 Ov),,2021-12-26 10:00:00,Centurion,,,,,,,,156,30,184,84,5,South Africa,,,,,1,India,Africa/Johannesburg,30 Dec 2021,21:30,90,0,Test,1.0,India Tour Of South Africa Test Series 2021-22,Adrian Holdstock,Marais Erasmus,Allahudien Paleker,India Won by 113  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000099-b2d4548e43f611,Lungi Ngidi,0,1,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/qgoHXOzieF166633867899.png,2019-100mb00000000342-0a10606ad52b11,Temba Bavuma,35,80,4,0,43.75,https://scores.bcci.tv/matchcentre/playerimages/b3OB2TxQAk1666338792342.png,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,9.0,18,2,2,2.0,27.0,https://scores.bcci.tv/matchcentre/playerimages/Y0fzXxpgNd166607980645.png,,,100,4,327/10 (105.3 Overs),327,10,105.3,3.1,197/10 (62.3 Overs),197,10,62.3,3.15,174/10 (50.3 Overs),174,10,50.3,3.45,191/10 (68.0 Overs),191,10,68.0,2.81,,,,,,,,,,,2,1,India,5,South Africa,,,,,1,1st Test,,,1.0,0,0,0,,K L Rahul,,19,123,260,-,-,https://scores.bcci.tv/matchcentre/playerimages/wHcbtDLEsU169452527919.png,,,,,0.0,
48,411,6,Multi Day,Post,2022-01-03,3 Jan 2022,South Africa vs India,10:00,08:00 GMT,2022-01-03,1,India,5,South Africa,IND,SA,61,The Wanderers Stadium,South Africa Won by 7 Wickets ,India,India Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,202/10 (63.1 Ov) & 266/10 (60.1 Ov),229/10 (79.4 Ov) & 243/3 (67.4 Ov),,2022-01-03 10:00:00,Johannesburg,,,,,,,,30,184,156,84,5,South Africa,,,,,1,India,Africa/Johannesburg,7 Jan 2022,21:30,200,0,Test,2.0,India Tour Of South Africa Test Series 2021-22,Marais Erasmus,Allahudien Paleker,Adrian Holdstock,South Africa Won by 7 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000344-3b68ca4ce11311,Dean Elgar,96,188,10,0,51.06,https://scores.bcci.tv/matchcentre/playerimages/Dean-Elgar.jpg,2019-100mb00000000342-0a10606ad52b11,Temba Bavuma,23,45,3,0,51.11,https://scores.bcci.tv/matchcentre/playerimages/b3OB2TxQAk1666338792342.png,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,11.4,26,2,1,2.23,70.0,https://scores.bcci.tv/matchcentre/playerimages/Y0fzXxpgNd166607980645.png,,,100,4,202/10 (63.1 Overs),202,10,63.1,3.2,229/10 (79.4 Overs),229,10,79.4,2.87,266/10 (60.1 Overs),266,10,60.1,4.42,243/3 (67.4 Overs),243,3,67.4,3.59,,,,,,,,,,,2,1,India,5,South Africa,,,,,5,2nd  Test,,,2.0,0,0,0,,Dean Elgar,,344,28,120,-,-,https://scores.bcci.tv/matchcentre/playerimages/Dean-Elgar.jpg,,,,,0.0,
48,412,6,Multi Day,Post,2022-01-11,11 Jan 2022,South Africa vs India,10:30,08:30 GMT,2022-01-11,1,India,5,South Africa,IND,SA,62,Newlands,South Africa Won by 7 Wickets ,India,India Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,223/10 (77.3 Ov) & 198/10 (67.3 Ov),210/10 (76.2 Ov) & 212/3 (63.3 Ov),,2022-01-11 10:30:00,Cape Town,,,,,,,,156,30,184,84,5,South Africa,,,,,1,India,Africa/Johannesburg,15 Jan 2022,21:30,200,0,Test,3.0,India Tour Of South Africa Test Series 2021-22,Adrian Holdstock,Marais Erasmus,Allahudien Paleker,South Africa Won by 7 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000342-0a10606ad52b11,Temba Bavuma,32,58,5,0,55.17,https://scores.bcci.tv/matchcentre/playerimages/b3OB2TxQAk1666338792342.png,2019-100mb00000000291-6d143f1b7ae411,Rassie Van Der Dussen,41,95,3,0,43.15,https://scores.bcci.tv/matchcentre/playerimages/rassie_van_der_dussen.jpg?v=3,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,11.3,51,1,0,4.43,0.0,https://scores.bcci.tv/matchcentre/playerimages/Y0fzXxpgNd166607980645.png,,,100,4,223/10 (77.3 Overs),223,10,77.3,2.88,210/10 (76.2 Overs),210,10,76.2,2.74,198/10 (67.3 Overs),198,10,67.3,2.93,212/3 (63.3 Overs),212,3,63.3,3.34,,,,,,,,,,,2,1,India,5,South Africa,,,,,5,3rd  Test,,,3.0,0,0,0,,Keegan Petersen,,741,72,166,-,-,https://scores.bcci.tv/matchcentre/playerimages/Keegan-Petersen.jpg,,,,,0.0,
47,407,3,One Day,Post,2022-01-19,19 Jan 2022,South Africa vs India,10:30,08:30 GMT,2022-01-19,1,India,5,South Africa,IND,SA,63,Boland Park,South Africa Won by 6 Wickets ,India,India Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,73/4 (0.0 Ov) & 212/7 (41.4 Ov),290/3 (48.2 Ov) & 91/4 (0.5 Ov),,2022-01-19 10:30:00,Paarl,,,,,,,,184,30,156,84,5,South Africa,,,,,1,India,Africa/Johannesburg,19 Jan 2022,22:00,5,0,ODI,1.0,India Tour Of South Africa Odi Series 2021/22,Allahudien Paleker,Marais Erasmus,Adrian Holdstock,South Africa Won by 6 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000105-4c526de743fe11,Shardul Thakur,50,43,5,1,116.27,https://scores.bcci.tv/matchcentre/playerimages/pOUwaUc2il1678988905105.png,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,14,23,1,0,60.86,https://scores.bcci.tv/matchcentre/playerimages/i4CX8sgMAk16926112109.png,2019-100mb00000000099-b2d4548e43f611,Lungi Ngidi,10.0,64,0,2,6.4,30.0,https://scores.bcci.tv/matchcentre/playerimages/qgoHXOzieF166633867899.png,,,99.83,2,296/4 (50.0 Overs),296,4,50.0,5.92,265/8 (50.0 Overs),265,8,50.0,5.3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,1st ODI,,,1.0,26,0,0,,David Miller,,128,2,2,-,-,https://scores.bcci.tv/matchcentre/playerimages/dY4boPszyY1666338378128.png,,,,,0.0,
47,408,3,One Day,Post,2022-01-21,21 Jan 2022,South Africa vs India,10:30,08:30 GMT,2022-01-21,1,India,5,South Africa,IND,SA,63,Boland Park,South Africa Won by 7  Wickets ,India,India Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,287/6 (50.0 Ov),288/3 (48.1 Ov),,2022-01-21 10:30:00,Paarl,,,,,,,,156,30,438,0,5,South Africa,,,,,1,India,Africa/Johannesburg,21 Jan 2022,22:00,50,0,ODI,2.0,India Tour Of South Africa Odi Series 2021/22,Adrian Holdstock,Marais Erasmus,Bongani Jele,South Africa Won by 7  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram,37,41,4,0,90.24,https://scores.bcci.tv/matchcentre/playerimages/h1D3FIXl5w1666338323287.png,2019-100mb00000000291-6d143f1b7ae411,Rassie Van Der Dussen,37,38,2,0,97.36,https://scores.bcci.tv/matchcentre/playerimages/rassie_van_der_dussen.jpg?v=3,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer,0.1,1,0,0,6.0,0.0,https://scores.bcci.tv/matchcentre/playerimages/lavw1UAy1h167898886312.png,,,100,2,287/6 (50.0 Overs),287,6,50.0,5.74,288/3 (48.1 Overs),288,3,48.1,5.98,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,2nd  ODI,,,2.0,299,0,0,,Quinton De Kock,,170,78,66,-,-,https://scores.bcci.tv/matchcentre/playerimages/Zq0uefSDOz1666338733170.png,,,,,0.0,
47,410,3,One Day,Post,2022-01-23,23 Jan 2022,South Africa vs India,10:30,08:30 GMT,2022-01-23,5,South Africa,1,India,SA,IND,62,Newlands,South Africa Won by 4  Runs ,India,India Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,287/10 (49.5 Ov),283/10 (49.2 Ov),,2022-01-23 10:30:00,Cape Town,,,,,,,,438,30,184,84,5,South Africa,,,,,1,India,Africa/Johannesburg,23 Jan 2022,22:00,50,0,ODI,3.0,India Tour Of South Africa Odi Series 2021/22,Bongani Jele,Marais Erasmus,Allahudien Paleker,South Africa Won by 4  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2,6,0,0,33.33,https://scores.bcci.tv/matchcentre/playerimages/gwNTymWfBt167898875210.png,2019-100mb00000000150-3a51ee2844a911,Prasidh Krishna,2,3,0,0,66.66,https://scores.bcci.tv/matchcentre/playerimages/vnsoV9M2EP1692611314150.png,2019-100mb00000000289-12c7b9ef7ae411,Dwaine Pretorius,9.2,54,0,2,5.79,28.0,https://scores.bcci.tv/matchcentre/playerimages/I4kUrTeNn11664347871289.png,,,100,2,287/10 (49.5 Overs),287,10,49.5,5.76,283/10 (49.2 Overs),283,10,49.2,5.74,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,3rd  ODI,,,3.0,287,0,0,,Quinton De Kock,,170,124,130,-,-,https://scores.bcci.tv/matchcentre/playerimages/Zq0uefSDOz1666338733170.png,,,,,0.0,
50,416,3,One Day,Post,2022-02-06,6 Feb 2022,India VS West Indies,13:30,08:00 GMT,2022-02-06,7,West Indies,1,India,WI,IND,55,Narendra Modi Stadium,India Won by 6  Wickets ,India,India won the Toss and elected to Field, won the Toss and elected to Field,1,176/10 (43.5 Ov),178/4 (28.0 Ov),,2022-02-06T13:30:00,Ahmedabad,,,,,,,,159,42,44,88,1,India,,,,,7,West Indies,Asia/Kolkata,6 Feb 2022,22:30,50,0,ODI,1.0,WEST INDIES TOUR OF INDIA ODI SERIES 2022,KN Ananthapadmanabhan,Nitin Menon,Anil Chaudhary,India Won by 6  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,0,+9.5,2019-100mb00000000174-619a804244af11,Suryakumar Yadav,34,36,5,0,94.44,https://scores.bcci.tv/matchcentre/playerimages/suryakumar_yadav.jpg?v=3,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,26,32,2,0,81.25,https://scores.bcci.tv/matchcentre/playerimages/Deepak-Hooda.jpg,2019-100mb00000000264-45c467977adb11,Fabian Allen,2.0,14,0,0,7.0,0.0,https://scores.bcci.tv/matchcentre/playerimages/Fabian-Allen.jpg,,,78.00,2,176/10 (43.5 Overs),176,10,43.5,4.02,178/4 (28.0 Overs),178,4,28.0,6.36,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,1st ODI,,,1.0,318,0.0,0.0,,,,,,,,,,,,,,0.0,
50,417,3,One Day,Post,2022-02-09,9 Feb 2022,India VS West Indies,13:30,08:00 GMT,2022-02-09,1,India,7,West Indies,IND,WI,55,Narendra Modi Stadium,India Won by 44  Runs ,West Indies,West Indies won the Toss and elected to Field, won the Toss and elected to Field,1,237/9 (50.0 Ov),193/10 (46.0 Ov),,2022-02-09T13:30:00,Ahmedabad,,,,,,,,42,87,221,88,1,India,,,,,7,West Indies,Asia/Kolkata,9 Feb 2022,22:30,50,0,ODI,2.0,WEST INDIES TOUR OF INDIA ODI SERIES 2022,Nitin Menon,Virender Kumar Sharma,Madanagopal Jayaraman,India Won by 44  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,0,+9.5,2019-100mb00000000270-6646e3c37add11,Kemar Roach,0,6,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/Kemar-Roach.jpg,2019-100mb00000000229-75a4b0a0516011,Alzarri Joseph,7,15,0,0,46.66,https://scores.bcci.tv/matchcentre/playerimages/Alzarri-Joseph.jpg,2019-100mb00000000150-3a51ee2844a911,Prasidh Krishna,9.0,12,3,4,1.33,13.5,https://scores.bcci.tv/matchcentre/playerimages/Prasidh-Krishna.jpg,,,96.00,2,237/9 (50.0 Overs),237,9,50.0,4.74,193/10 (46.0 Overs),193,10,46.0,4.2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,2nd  ODI,,,2.0,210,0.0,0.0,,,,,,,,,,,,,,0.0,
50,418,3,One Day,Post,2022-02-11,11 Feb 2022,India VS West Indies,13:30,08:00 GMT,2022-02-11,1,India,7,West Indies,IND,WI,55,Narendra Modi Stadium,India Won by 96  Runs ,India,India won the Toss and elected to bat, won the Toss and elected to bat,0,265/10 (50.0 Ov),169/10 (37.1 Ov),,2022-02-11T13:30:00,Ahmedabad,,,,,,,,44,42,159,88,1,India,,,,,7,West Indies,Asia/Kolkata,11 Feb 2022,22:30,50,0,ODI,3.0,WEST INDIES TOUR OF INDIA ODI SERIES 2022,Anil Chaudhary,Nitin Menon,KN Ananthapadmanabhan,India Won by 96  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,0,+9.5,2019-100mb00000000229-75a4b0a0516011,Alzarri Joseph,29,56,1,2,51.78,https://scores.bcci.tv/matchcentre/playerimages/Alzarri-Joseph.jpg,2019-100mb00000000270-6646e3c37add11,Kemar Roach,0,4,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/Kemar-Roach.jpg,2019-100mb00000000150-3a51ee2844a911,Prasidh Krishna,8.1,27,1,3,3.31,16.33,https://scores.bcci.tv/matchcentre/playerimages/Prasidh-Krishna.jpg,,,87.17,2,265/10 (50.0 Overs),265,10,50.0,5.3,169/10 (37.1 Overs),169,10,37.1,4.55,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,3rd  ODI,,,3.0,227,0.0,0.0,,,,,,,,,,,,,,0.0,
51,419,8,T20 (N),Post,2022-02-16,16 Feb 2022,India VS West Indies,19:00,13:30 GMT,2022-02-16,7,West Indies,1,India,WI,IND,19,Eden Gardens,India Won by 6  Wickets ,India,India won the Toss and elected to Field, won the Toss and elected to Field,1,157/7 (20.0 Ov),162/4 (18.5 Ov),,2022-02-16T19:00:00,Kolkata,,,,,,,,221,159,87,88,1,India,,,,,7,West Indies,Asia/Kolkata,16 Feb 2022,23:30,20,0,T20,1.0,WEST INDIES TOUR OF INDIA T20 SERIES 2022,Madanagopal Jayaraman,KN Ananthapadmanabhan,Virender Kumar Sharma,India Won by 6  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,0,+9.5,2021-100mb00000000584-a3f48c1791dd11,Venkatesh Iyer,24,13,2,1,184.61,https://scores.bcci.tv/matchcentre/playerimages/VIyer.jpg,2019-100mb00000000174-619a804244af11,Suryakumar Yadav,34,18,5,1,188.88,https://scores.bcci.tv/matchcentre/playerimages/suryakumar_yadav.jpg?v=3,2019-100mb00000000264-45c467977adb11,Fabian Allen,1.5,23,0,1,12.55,11.0,https://scores.bcci.tv/matchcentre/playerimages/Fabian-Allen.jpg,,,,2,157/7 (20.0 Overs),157,7,20.0,7.85,162/4 (18.5 Overs),162,4,18.5,8.6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,1st T20I,,,1.0,172,0.0,0.0,,,,,,,,,,,,,,0.0,
51,420,8,T20 (N),Post,2022-02-18,18 Feb 2022,India VS West Indies,19:00,13:30 GMT,2022-02-18,1,India,7,West Indies,IND,WI,19,Eden Gardens,India Won by 8  Runs ,West Indies,West Indies won the Toss and elected to Field, won the Toss and elected to Field,1,186/5 (20.0 Ov),178/3 (20.0 Ov),,2022-02-18T19:00:00,Kolkata,,,,,,,,42,87,221,88,1,India,,,,,7,West Indies,Asia/Kolkata,18 Feb 2022,23:30,20,0,T20,2.0,WEST INDIES TOUR OF INDIA T20 SERIES 2022,Nitin Menon,Virender Kumar Sharma,Madanagopal Jayaraman,India Won by 8  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,0,+9.5,2019-100mb00000000166-f0e6b57e44ad11,Kieron Pollard,3,3,0,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/Kieron-Pollard.jpg,2019-100mb00000000329-bee19eaeb1e711,Rovman Powell,68,36,4,5,188.88,https://scores.bcci.tv/matchcentre/playerimages/Rovman-Powell.jpg,2019-100mb00000000114-8c98068c449611,Harshal Patel,4.0,46,0,0,11.5,0.0,https://scores.bcci.tv/matchcentre/playerimages/HPatel.jpg,,,,2,186/5 (20.0 Overs),186,5,20.0,9.3,178/3 (20.0 Overs),178,3,20.0,8.9,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,2nd  T20I,,,2.0,178,0.0,0.0,,,,,,,,,,,,,,0.0,
51,421,8,T20 (N),Post,2022-02-20,20 Feb 2022,India VS West Indies,19:00,13:30 GMT,2022-02-20,1,India,7,West Indies,IND,WI,19,Eden Gardens,India Won by 17  Runs ,West Indies,West Indies won the Toss and elected to Field, won the Toss and elected to Field,0,184/5 (20.0 Ov),167/9 (20.0 Ov),,2022-02-20T19:00:00,Kolkata,,,,,,,,221,159,42,88,1,India,,,,,7,West Indies,Asia/Kolkata,20 Feb 2022,23:30,20,0,T20,3.0,WEST INDIES TOUR OF INDIA T20 SERIES 2022,Madanagopal Jayaraman,KN Ananthapadmanabhan,Nitin Menon,India Won by 17  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/windies.png,0,+9.5,2019-100mb00000000369-57e4bc1514e711,Hayden Walsh,0,3,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/Hayden-Walsh-Jr.jpg,2019-100mb00000000264-45c467977adb11,Fabian Allen,5,3,1,0,166.66,https://scores.bcci.tv/matchcentre/playerimages/Fabian-Allen.jpg,2019-100mb00000000105-4c526de743fe11,Shardul Thakur,4.0,33,0,2,8.25,12.0,https://scores.bcci.tv/matchcentre/playerimages/Shardul-Thakur.jpg,,,,2,184/5 (20.0 Overs),184,5,20.0,9.2,167/9 (20.0 Overs),167,9,20.0,8.35,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,3rd  T20I,,,3.0,167,0.0,0.0,,,,,,,,,,,,,,0.0,
