,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
12,1,332,1,1,India,Shikhar Dhawan,Adil Rashid,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.1,0,117423,-43.00,-54.50,0,0,24,LEG SPIN,55,SWEEP SHOT,0,0,1,2,2,1,1,0,0,0,0,0,0,0
13,2,332,1,1,India,Shikhar Dhawan,Adil Rashid,,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.2,0,117424,-91.00,-8.50,1,0,24,LEG SPIN,55,SWEEP SHOT,0,0,2,2,3,1,0,0,0,0,0,0,0,0
14,3,332,1,1,India,Virat Kohli,Adil Rashid,,3,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,2.3,0,117425,-45.00,106.50,0,0,24,LEG SPIN,5,LOFT OFF,0,0,3,2,3,2,1,0,0,0,0,0,0,0
15,4,332,1,1,India,Rishabh Pant,Adil Rashid,,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.4,0,117426,46.50,76.00,0,0,24,LEG SPIN,27,FORWARD PUSH,0,0,4,2,3,2,2,0,0,0,0,0,0,0
16,5,332,1,1,India,Rishabh Pant,Adil Rashid,,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.5,0,117427,-10.50,65.00,0,0,28,GOOGLY,97,BACKFOOT PUSH,0,0,5,2,3,2,0,0,0,0,0,0,0,0
17,6,332,1,1,India,Rishabh Pant,Adil Rashid,,3,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.6,0,117428,182.50,-9.50,4,0,24,LEG SPIN,36,CUT SHOT,0,0,6,2,7,2,0,0,0,0,0,0,0,0
18,1,332,1,1,India,Shikhar Dhawan,Jofra Archer,,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.1,0,117429,-130.00,-21.00,1,0,38,STRAIGHT BALL,40,FLICK,0,0,1,3,8,2,1,0,0,0,0,0,0,0
19,2,332,1,1,India,Rishabh Pant,Jofra Archer,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.2,0,117430,-12.00,5.50,0,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,2,3,8,2,0,0,0,0,0,0,0,0
20,3,332,1,1,India,Rishabh Pant,Jofra Archer,,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.3,0,117431,-72.50,21.50,0,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,3,3,8,2,0,0,0,0,0,0,0,0
21,4,332,1,1,India,Rishabh Pant,Jofra Archer,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.4,0,117432,-19.00,11.00,0,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,4,3,8,2,0,0,0,0,0,0,0,0
22,5,332,1,1,India,Rishabh Pant,Jofra Archer,,4,5,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,3.5,0,117433,56.50,-143.50,6,0,38,STRAIGHT BALL,24,REVERSE SCOOP,0,0,5,3,14,2,0,0,0,0,0,0,0,0
23,6,332,1,1,India,Rishabh Pant,Jofra Archer,,4,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.6,0,117434,-185.50,-7.50,4,0,38,STRAIGHT BALL,40,FLICK,0,0,6,3,18,2,0,0,0,0,0,0,0,0
24,1,332,1,1,India,Shikhar Dhawan,Mark Wood,,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.1,0,117435,-185.50,-7.50,0,0,38,STRAIGHT BALL,51,FRONTFOOT COVERDRIVE,0,0,1,4,18,2,1,0,0,0,0,0,0,0
25,2,332,1,1,India,Shikhar Dhawan,Mark Wood,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.2,0,117436,84.00,-6.50,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,2,4,18,2,0,0,0,0,0,0,0,0
26,3,332,1,1,India,Shikhar Dhawan,Mark Wood,,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.3,0,117437,32.50,12.50,1,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,3,4,19,2,0,0,0,0,0,0,0,0
27,4,332,1,1,India,Rishabh Pant,Mark Wood,,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.4,0,117438,64.50,-16.00,1,0,39,ANGLED IN,97,BACKFOOT PUSH,0,0,4,4,20,2,0,0,0,0,0,0,0,0
28,5,332,1,1,India,Shikhar Dhawan,Mark Wood,,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.5,0,117439,64.50,-16.00,0,0,36,BOUNCER,105,LEFT ALONE,1,0,5,4,20,2,0,0,0,0,0,0,0,0
29,6,332,1,1,India,Shikhar Dhawan,Mark Wood,,5,6,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Bowled,WICKET,1,4.6,0,117440,64.50,-16.00,0,0,39,ANGLED IN,18,SLOG SHOT,0,0,6,4,20,3,1,0,0,0,0,0,0,0
30,1,332,1,1,India,Rishabh Pant,Chris Jordan,,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.1,0,117441,52.00,17.00,0,0,39,ANGLED IN,97,BACKFOOT PUSH,0,0,1,5,20,3,2,0,0,0,0,0,0,0
31,2,332,1,1,India,Rishabh Pant,Chris Jordan,,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.2,0,117442,41.50,87.50,0,0,39,ANGLED IN,27,FORWARD PUSH,0,0,2,5,20,3,0,0,0,0,0,0,0,0
32,3,332,1,1,India,Rishabh Pant,Chris Jordan,,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.3,0,117443,88.50,-89.50,1,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,3,5,21,3,0,0,0,0,0,0,0,0
33,4,332,1,1,India,Shreyas Iyer,Chris Jordan,,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.4,0,117444,-50.00,18.50,0,0,39,ANGLED IN,51,FRONTFOOT COVERDRIVE,0,0,4,5,21,3,0,0,0,0,0,0,0,0
34,5,332,1,1,India,Shreyas Iyer,Chris Jordan,,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.5,0,117445,-49.50,9.00,0,0,39,ANGLED IN,84,OFF DRIVE,0,0,5,5,21,3,0,0,0,0,0,0,0,0
35,6,332,1,1,India,Shreyas Iyer,Chris Jordan,,6,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.6,0,117446,-74.00,-109.00,1,0,39,ANGLED IN,44,GLIDE,0,0,6,5,22,3,0,0,0,0,0,0,0,0
36,1,332,1,1,India,Shreyas Iyer,Mark Wood,,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.1,0,117447,-81.50,-101.50,1,0,39,ANGLED IN,44,GLIDE,0,0,1,6,23,3,1,0,0,0,0,0,0,0
37,2,332,1,1,India,Rishabh Pant,Mark Wood,,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.2,0,117448,-62.00,103.50,1,0,39,ANGLED IN,97,BACKFOOT PUSH,0,0,2,6,24,3,0,0,0,0,0,0,0,0
38,3,332,1,1,India,Shreyas Iyer,Mark Wood,,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.3,0,117449,-58.00,-12.50,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,3,6,24,3,0,0,0,0,0,0,0,0
39,4,332,1,1,India,Shreyas Iyer,Mark Wood,,7,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,6.4,0,117450,40.00,-145.00,4,0,39,ANGLED IN,54,LEG GLANCE,0,0,4,6,28,3,0,0,0,0,0,0,0,0
40,5,332,1,1,India,Shreyas Iyer,Mark Wood,,7,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.5,0,117451,-81.50,-100.00,1,0,39,ANGLED IN,44,GLIDE,0,0,5,6,29,3,0,0,0,0,0,0,0,0
41,6,332,1,1,India,Rishabh Pant,Mark Wood,,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.6,0,117452,62.00,13.00,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,6,6,29,3,0,0,0,0,0,0,0,0
42,1,332,1,1,India,Shreyas Iyer,Ben Stokes,,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.1,0,117453,47.00,148.00,1,0,39,ANGLED IN,47,ON DRIVE,0,0,1,7,30,3,1,0,0,0,0,0,0,0
43,2,332,1,1,India,Rishabh Pant,Ben Stokes,,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.2,0,117454,-116.50,-72.50,1,0,30,ANGLED ACROSS,40,FLICK,0,0,2,7,31,3,0,0,0,0,0,0,0,0
44,3,332,1,1,India,Shreyas Iyer,Ben Stokes,,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.3,0,117455,-84.00,-12.50,1,0,39,ANGLED IN,40,FLICK,0,0,3,7,32,3,0,0,0,0,0,0,0,0
45,4,332,1,1,India,Rishabh Pant,Ben Stokes,,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.4,0,117456,-47.50,107.00,0,0,30,ANGLED ACROSS,47,ON DRIVE,0,0,4,7,32,3,0,0,0,0,0,0,0,0
46,5,332,1,1,India,Rishabh Pant,Ben Stokes,,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.5,0,117457,-88.50,26.50,1,0,8,OFF CUTTER,97,BACKFOOT PUSH,0,0,5,7,33,3,0,0,0,0,0,0,0,0
47,6,332,1,1,India,Shreyas Iyer,Ben Stokes,,8,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.6,0,117458,59.50,156.00,1,0,39,ANGLED IN,47,ON DRIVE,0,0,6,7,34,3,0,0,0,0,0,0,0,0
48,1,332,1,1,India,Shreyas Iyer,Sam Curran,,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.1,0,117459,-6.00,-1.00,0,0,8,OFF CUTTER,49,FORWARD DEFENCE,0,0,1,8,34,3,1,0,0,0,0,0,0,0
49,2,332,1,1,India,Shreyas Iyer,Sam Curran,,9,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.2,0,117460,135.00,-22.00,1,0,39,ANGLED IN,40,FLICK,0,0,2,8,35,3,0,0,0,0,0,0,0,0
50,3,332,1,1,India,Rishabh Pant,Sam Curran,,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.3,0,117461,-84.50,61.50,0,0,39,ANGLED IN,27,FORWARD PUSH,0,0,3,8,35,3,0,0,0,0,0,0,0,0
51,4,332,1,1,India,Rishabh Pant,Sam Curran,,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.4,0,117462,-84.50,61.50,0,0,36,BOUNCER,105,LEFT ALONE,1,0,4,8,35,3,0,0,0,0,0,0,0,0
52,5,332,1,1,India,Rishabh Pant,Sam Curran,,9,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.5,0,117463,-95.00,-85.50,1,0,8,OFF CUTTER,54,LEG GLANCE,0,0,5,8,36,3,0,0,0,0,0,0,0,0
53,6,332,1,1,India,Shreyas Iyer,Sam Curran,,9,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,8.6,0,117464,40.00,-145.50,4,0,39,ANGLED IN,54,LEG GLANCE,0,0,6,8,40,3,0,0,0,0,0,0,0,0
54,1,332,1,1,India,Rishabh Pant,Ben Stokes,,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.1,0,117465,-51.00,33.50,0,0,47,SLOWER BALL,18,SLOG SHOT,0,0,1,9,40,3,1,0,0,0,0,0,0,0
55,2,332,1,1,India,Rishabh Pant,Ben Stokes,,10,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.2,0,117466,-142.50,21.50,1,0,30,ANGLED ACROSS,40,FLICK,0,0,2,9,41,3,0,0,0,0,0,0,0,0
56,3,332,1,1,India,Shreyas Iyer,Ben Stokes,,10,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,9.3,0,117467,-176.50,-20.00,4,0,39,ANGLED IN,16,BACKFOOT SQUARE DRIVE,0,0,3,9,45,3,0,0,0,0,0,0,0,0
57,4,332,1,1,India,Shreyas Iyer,Ben Stokes,,10,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,9.4,0,117468,124.00,-24.00,2,0,47,SLOWER BALL,97,BACKFOOT PUSH,0,0,4,9,47,3,0,0,0,0,0,0,0,0
58,5,332,1,1,India,Shreyas Iyer,Ben Stokes,,10,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.5,0,117469,-134.50,34.00,1,0,39,ANGLED IN,97,BACKFOOT PUSH,0,0,5,9,48,3,0,0,0,0,0,0,0,0
59,6,332,1,1,India,Rishabh Pant,Ben Stokes,,10,6,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,9.6,0,117470,-150.50,33.50,0,0,38,STRAIGHT BALL,40,FLICK,0,0,6,9,48,4,1,0,0,0,0,0,0,0
60,1,332,1,1,India,Shreyas Iyer,Adil Rashid,,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.1,0,117471,3.00,36.00,0,0,24,LEG SPIN,49,FORWARD DEFENCE,0,0,1,10,48,4,2,0,0,0,0,0,0,0
61,2,332,1,1,India,Shreyas Iyer,Adil Rashid,,11,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,10.2,0,117472,147.00,94.00,2,0,24,LEG SPIN,18,SLOG SHOT,0,0,2,10,50,4,0,1,1,0,1,0,0,0
62,3,332,1,1,India,Shreyas Iyer,Adil Rashid,,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.3,0,117473,-88.50,-16.00,0,0,28,GOOGLY,36,CUT SHOT,0,0,3,10,50,4,0,0,1,0,0,0,0,0
63,4,332,1,1,India,Shreyas Iyer,Adil Rashid,,11,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,10.4,0,117474,-160.00,117.00,4,0,24,LEG SPIN,51,FRONTFOOT COVERDRIVE,0,0,4,10,54,4,0,0,1,0,0,0,0,0
64,5,332,1,1,India,Shreyas Iyer,Adil Rashid,,11,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.5,0,117475,-70.50,155.00,1,0,24,LEG SPIN,84,OFF DRIVE,0,0,5,10,55,4,0,0,1,0,0,0,0,0
65,6,332,1,1,India,Hardik Pandya,Adil Rashid,,11,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.6,0,117476,-30.00,19.50,0,0,24,LEG SPIN,49,FORWARD DEFENCE,0,0,6,10,55,4,0,0,1,0,0,0,0,0
66,1,332,1,1,India,Shreyas Iyer,Mark Wood,,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.1,0,117477,-45.00,94.50,1,0,39,ANGLED IN,84,OFF DRIVE,0,0,1,11,56,4,1,0,1,0,0,0,0,0
67,2,332,1,1,India,Hardik Pandya,Mark Wood,,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.2,0,117478,4.50,21.50,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,2,11,56,4,0,0,1,0,0,0,0,0
68,3,332,1,1,India,Hardik Pandya,Mark Wood,,12,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.3,0,117479,-85.00,-18.00,1,0,39,ANGLED IN,97,BACKFOOT PUSH,0,0,3,11,57,4,0,0,1,0,0,0,0,0
69,4,332,1,1,India,Shreyas Iyer,Mark Wood,,12,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.4,0,117480,-87.00,-8.50,1,0,39,ANGLED IN,52,BACKFOOT COVERDRIVE,0,0,4,11,58,4,0,0,1,0,0,0,0,0
70,5,332,1,1,India,Hardik Pandya,Mark Wood,,12,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.5,0,117481,-87.00,-8.50,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,5,11,58,4,0,0,1,0,0,0,0,0
71,6,332,1,1,India,Hardik Pandya,Mark Wood,,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.6,0,117482,-72.00,17.00,0,0,38,STRAIGHT BALL,52,BACKFOOT COVERDRIVE,0,0,6,11,58,4,0,0,1,0,0,0,0,0
72,1,332,1,1,India,Shreyas Iyer,Chris Jordan,,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.1,0,117483,-48.00,140.50,1,0,39,ANGLED IN,84,OFF DRIVE,0,0,1,12,59,4,1,0,1,0,0,0,0,0
73,2,332,1,1,India,Hardik Pandya,Chris Jordan,,13,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.2,0,117484,-141.50,30.00,1,0,39,ANGLED IN,52,BACKFOOT COVERDRIVE,0,0,2,12,60,4,0,0,1,0,0,0,0,0
74,3,332,1,1,India,Shreyas Iyer,Chris Jordan,,13,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.3,0,117485,-70.50,-101.50,1,0,39,ANGLED IN,36,CUT SHOT,0,0,3,12,61,4,0,0,1,0,0,0,0,0
75,4,332,1,1,India,Hardik Pandya,Chris Jordan,,13,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.4,0,117486,-69.50,21.00,1,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,4,12,62,4,0,0,1,0,0,0,0,0
76,5,332,1,1,India,Shreyas Iyer,Chris Jordan,,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.5,0,117487,-69.50,21.00,0,0,36,BOUNCER,31,UPPER CUT,1,0,5,12,62,4,0,0,1,0,0,0,0,0
77,6,332,1,1,India,Shreyas Iyer,Chris Jordan,,13,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.6,0,117488,-72.50,-90.00,1,0,39,ANGLED IN,44,GLIDE,0,0,6,12,63,4,0,0,1,0,0,0,0,0
78,1,332,1,1,India,Shreyas Iyer,Mark Wood,,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.1,0,117489,-72.50,-90.00,0,0,38,STRAIGHT BALL,31,UPPER CUT,0,0,1,13,63,4,1,0,1,0,0,0,0,0
79,2,332,1,1,India,Shreyas Iyer,Mark Wood,,14,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,13.2,0,117490,-47.50,-139.00,4,0,39,ANGLED IN,40,FLICK,0,0,2,13,67,4,0,0,1,0,0,0,0,0
80,3,332,1,1,India,Shreyas Iyer,Mark Wood,,14,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.3,0,117491,-67.50,-109.50,1,0,39,ANGLED IN,44,GLIDE,0,0,3,13,68,4,0,0,1,0,0,0,0,0
81,4,332,1,1,India,Hardik Pandya,Mark Wood,,14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.4,0,117492,-67.50,-109.50,0,0,38,STRAIGHT BALL,44,GLIDE,0,0,4,13,68,4,0,0,1,0,0,0,0,0
82,5,332,1,1,India,Hardik Pandya,Mark Wood,,14,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,13.5,0,117493,-132.50,94.00,2,0,39,ANGLED IN,52,BACKFOOT COVERDRIVE,0,0,5,13,70,4,0,0,1,0,0,0,0,0
83,6,332,1,1,India,Hardik Pandya,Mark Wood,,14,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.6,0,117494,-77.50,-92.50,1,0,39,ANGLED IN,44,GLIDE,0,0,6,13,71,4,0,0,1,0,0,0,0,0
84,1,332,1,1,India,Hardik Pandya,Ben Stokes,,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,14.1,0,117495,-56.50,31.50,0,0,39,ANGLED IN,,,0,0,1,14,71,4,1,0,1,0,0,0,0,0
85,2,332,1,1,India,Hardik Pandya,Ben Stokes,,15,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.2,0,117496,-65.50,-113.00,1,0,39,ANGLED IN,44,GLIDE,0,0,2,14,72,4,0,0,1,0,0,0,0,0
86,3,332,1,1,India,Shreyas Iyer,Ben Stokes,,15,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.3,0,117497,-47.00,126.00,1,0,47,SLOWER BALL,84,OFF DRIVE,0,0,3,14,73,4,0,0,1,0,0,0,0,0
87,4,332,1,1,India,Hardik Pandya,Ben Stokes,,15,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,14.4,0,117498,-84.00,204.50,6,0,47,SLOWER BALL,5,LOFT OFF,0,0,4,14,79,4,0,0,1,0,0,0,0,0
88,5,332,1,1,India,Hardik Pandya,Ben Stokes,,15,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,14.5,0,117499,-33.00,-142.50,4,0,39,ANGLED IN,31,UPPER CUT,0,0,5,14,83,4,0,0,1,0,0,0,0,0
89,6,332,1,1,India,Hardik Pandya,Ben Stokes,,15,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,14.6,0,117500,-7.00,16.50,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,6,14,83,4,0,0,1,0,0,0,0,0
90,1,332,1,1,India,Shreyas Iyer,Jofra Archer,,16,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,15.1,0,117501,173.50,102.00,4,0,39,ANGLED IN,40,FLICK,0,0,1,15,87,4,1,0,1,0,0,0,0,0
91,2,332,1,1,India,Shreyas Iyer,Jofra Archer,,16,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,15.2,0,117502,-173.00,-36.50,4,0,38,STRAIGHT BALL,16,BACKFOOT SQUARE DRIVE,0,0,2,15,91,4,0,0,1,0,0,0,0,0
92,3,332,1,1,India,Shreyas Iyer,Jofra Archer,,16,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,15.3,0,117503,-34.50,-23.00,0,0,39,ANGLED IN,44,GLIDE,0,0,3,15,91,4,0,0,1,0,0,0,0,0
93,4,332,1,1,India,Shreyas Iyer,Jofra Archer,,16,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.4,0,117504,-96.00,-99.50,1,0,39,ANGLED IN,44,GLIDE,0,0,4,15,92,4,0,0,1,0,0,0,0,0
