,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
28,5,337,1,1,India,Rohit Sharma,Mark Wood,,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.5,0,118626,-56.00,15.00,0,0,42,OUTSWINGER,49,FORWARD DEFENCE,0,0,5,4,10,0,0,0,0,0,0,0,0,0
29,6,337,1,1,India,Rohit Sharma,Mark Wood,,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.6,0,118627,-56.00,15.00,0,0,39,ANGLED IN,52,BACKFOOT COVERDRIVE,0,0,6,4,10,0,0,0,0,0,0,0,0,0
30,1,337,1,1,India,Shikhar Dhawan,Sam Curran,,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.1,0,118628,-56.00,15.00,0,0,38,STRAIGHT BALL,105,LEFT ALONE,0,0,1,5,10,0,1,0,0,0,0,0,0,0
31,2,337,1,1,India,Shikhar Dhawan,Sam Curran,,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.2,0,118629,42.50,26.50,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,2,5,10,0,0,0,0,0,0,0,0,0
32,3,337,1,1,India,Shikhar Dhawan,Sam Curran,,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.3,0,118630,42.50,26.50,0,0,43,NIPBACKER,49,FORWARD DEFENCE,0,0,3,5,10,0,0,0,0,0,0,0,0,0
33,4,337,1,1,India,Shikhar Dhawan,Sam Curran,,6,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.4,0,118631,-92.50,84.00,1,0,,Knuckleball,,,0,0,4,5,11,0,0,0,0,0,0,0,0,0
34,5,337,1,1,India,Rohit Sharma,Sam Curran,,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.5,0,118632,-11.00,-23.00,0,0,8,OFF CUTTER,50,BACKFOOT DEFENCE,0,0,5,5,11,0,0,0,0,0,0,0,0,0
35,6,337,1,1,India,Rohit Sharma,Sam Curran,,6,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.6,0,118633,83.00,-127.50,4,0,30,ANGLED ACROSS,99,SCOOP,0,0,6,5,15,0,0,0,0,0,0,0,0,0
36,1,337,1,1,India,Shikhar Dhawan,Mark Wood,,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.1,0,118634,83.00,-127.50,0,0,30,ANGLED ACROSS,105,LEFT ALONE,0,0,1,6,15,0,1,0,0,0,0,0,0,0
37,2,337,1,1,India,Shikhar Dhawan,Mark Wood,,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.2,0,118635,43.50,4.50,0,0,30,ANGLED ACROSS,53,STRAIGHT DRIVE,0,0,2,6,15,0,0,0,0,0,0,0,0,0
38,3,337,1,1,India,Shikhar Dhawan,Mark Wood,,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.3,0,118636,84.00,-8.00,0,0,30,ANGLED ACROSS,16,BACKFOOT SQUARE DRIVE,0,0,3,6,15,0,0,0,0,0,0,0,0,0
39,4,337,1,1,India,Shikhar Dhawan,Mark Wood,,7,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,6.4,0,118637,171.50,1.50,4,0,30,ANGLED ACROSS,16,BACKFOOT SQUARE DRIVE,0,0,4,6,19,0,0,0,0,0,0,0,0,0
40,5,337,1,1,India,Shikhar Dhawan,Mark Wood,,7,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,6.5,0,118638,150.00,147.50,4,0,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,5,6,23,0,0,0,0,0,0,0,0,0
41,6,337,1,1,India,Shikhar Dhawan,Mark Wood,,7,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.6,0,118639,28.00,-7.50,1,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,6,6,24,0,0,0,0,0,0,0,0,0
42,1,337,1,1,India,Shikhar Dhawan,Sam Curran,,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.1,0,118640,73.50,-19.00,0,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,1,7,24,0,1,0,0,0,0,0,0,0
43,2,337,1,1,India,Shikhar Dhawan,Sam Curran,,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.2,0,118641,73.50,-19.00,0,0,42,OUTSWINGER,105,LEFT ALONE,0,0,2,7,24,0,0,0,0,0,0,0,0,0
44,3,337,1,1,India,Shikhar Dhawan,Sam Curran,,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.3,0,118642,-84.00,-38.00,1,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,3,7,25,0,0,0,0,0,0,0,0,0
45,4,337,1,1,India,Rohit Sharma,Sam Curran,,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.4,0,118643,46.50,84.50,0,0,41,INSWINGER,47,ON DRIVE,0,0,4,7,25,0,0,0,0,0,0,0,0,0
46,5,337,1,1,India,Rohit Sharma,Sam Curran,,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.5,0,118644,46.50,84.50,0,0,8,OFF CUTTER,51,FRONTFOOT COVERDRIVE,0,0,5,7,25,0,0,0,0,0,0,0,0,0
47,6,337,1,1,India,Rohit Sharma,Sam Curran,,8,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.6,0,118645,42.50,98.50,1,0,41,INSWINGER,47,ON DRIVE,0,0,6,7,26,0,0,0,0,0,0,0,0,0
48,1,337,1,1,India,Rohit Sharma,Mark Wood,,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.1,0,118646,-36.00,-51.50,0,0,39,ANGLED IN,47,ON DRIVE,0,0,1,8,26,0,1,0,0,0,0,0,0,0
49,2,337,1,1,India,Rohit Sharma,Mark Wood,,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.2,0,118647,-80.00,55.50,0,0,42,OUTSWINGER,51,FRONTFOOT COVERDRIVE,0,0,2,8,26,0,0,0,0,0,0,0,0,0
50,3,337,1,1,India,Rohit Sharma,Mark Wood,,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.3,0,118648,-69.50,35.00,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,3,8,26,0,0,0,0,0,0,0,0,0
51,4,337,1,1,India,Rohit Sharma,Mark Wood,,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.4,0,118649,59.00,89.00,0,0,39,ANGLED IN,47,ON DRIVE,0,0,4,8,26,0,0,0,0,0,0,0,0,0
52,5,337,1,1,India,Rohit Sharma,Mark Wood,,9,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,8.5,0,118650,-170.00,114.00,4,0,39,ANGLED IN,15,LOFT COVER,0,0,5,8,30,0,0,0,0,0,0,0,0,0
53,6,337,1,1,India,Rohit Sharma,Mark Wood,,9,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,8.6,0,118651,28.00,210.00,4,0,39,ANGLED IN,53,STRAIGHT DRIVE,0,0,6,8,34,0,0,0,0,0,0,0,0,0
54,1,337,1,1,India,Shikhar Dhawan,Sam Curran,,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.1,0,118652,-70.50,58.00,1,0,39,ANGLED IN,40,FLICK,0,0,1,9,35,0,1,0,0,0,0,0,0,0
55,2,337,1,1,India,Rohit Sharma,Sam Curran,,10,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.2,0,118653,81.00,-72.50,1,0,30,ANGLED ACROSS,58,PULL SHOT,0,0,2,9,36,0,0,0,0,0,0,0,0,0
56,3,337,1,1,India,Shikhar Dhawan,Sam Curran,,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.3,0,118654,-49.00,75.00,1,0,39,ANGLED IN,27,FORWARD PUSH,0,0,3,9,37,0,0,0,0,0,0,0,0,0
57,4,337,1,1,India,Rohit Sharma,Sam Curran,,10,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.4,0,118655,64.50,35.50,1,0,30,ANGLED ACROSS,27,FORWARD PUSH,0,0,4,9,38,0,0,0,0,0,0,0,0,0
58,5,337,1,1,India,Shikhar Dhawan,Sam Curran,,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.5,0,118656,63.50,-24.50,0,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,5,9,38,0,0,0,0,0,0,0,0,0
59,6,337,1,1,India,Shikhar Dhawan,Sam Curran,,10,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.6,0,118657,-118.00,-5.00,1,0,39,ANGLED IN,58,PULL SHOT,0,0,6,9,39,0,0,0,0,0,0,0,0,0
60,1,337,1,1,India,Shikhar Dhawan,Tom Curran,,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.1,0,118658,-118.00,-5.00,0,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,1,10,39,0,1,0,0,0,0,0,0,0
61,2,337,1,1,India,Shikhar Dhawan,Tom Curran,,11,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.2,0,118659,-106.00,-2.50,1,0,30,ANGLED ACROSS,54,LEG GLANCE,0,0,2,10,40,0,0,0,0,0,0,0,0,0
62,3,337,1,1,India,Rohit Sharma,Tom Curran,,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.3,0,118660,-69.00,-18.50,0,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,3,10,40,0,0,0,0,0,0,0,0,0
63,4,337,1,1,India,Rohit Sharma,Tom Curran,,11,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.4,0,118661,-62.00,-100.00,1,0,42,OUTSWINGER,44,GLIDE,0,0,4,10,41,0,0,0,0,0,0,0,0,0
64,5,337,1,1,India,Shikhar Dhawan,Tom Curran,,11,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.5,0,118662,-105.50,-13.00,1,0,38,STRAIGHT BALL,54,LEG GLANCE,0,0,5,10,42,0,0,0,0,0,0,0,0,0
65,6,337,1,1,India,Rohit Sharma,Tom Curran,,11,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.6,0,118663,-105.50,-13.00,0,0,43,NIPBACKER,50,BACKFOOT DEFENCE,0,0,6,10,42,0,0,0,0,0,0,0,0,0
66,1,337,1,1,India,Shikhar Dhawan,Sam Curran,,12,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,11.1,1,118664,-105.50,-13.00,1,0,36,BOUNCER,105,LEFT ALONE,1,0,1,11,43,0,1,0,0,0,0,0,0,0
67,2,337,1,1,India,Shikhar Dhawan,Sam Curran,,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.1,0,118665,139.50,35.50,1,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,2,11,44,0,0,0,0,0,0,0,0,0
68,3,337,1,1,India,Rohit Sharma,Sam Curran,,12,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.2,0,118666,-64.50,-102.50,1,0,30,ANGLED ACROSS,44,GLIDE,0,0,3,11,45,0,0,0,0,0,0,0,0,0
69,4,337,1,1,India,Shikhar Dhawan,Sam Curran,,12,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,11.3,0,118667,110.00,-35.50,2,0,38,STRAIGHT BALL,35,LATE CUT,0,0,4,11,47,0,0,0,0,0,0,0,0,0
70,5,337,1,1,India,Shikhar Dhawan,Sam Curran,,12,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.4,0,118668,-148.00,26.00,1,0,39,ANGLED IN,40,FLICK,0,0,5,11,48,0,0,0,0,0,0,0,0,0
71,6,337,1,1,India,Rohit Sharma,Sam Curran,,12,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.5,0,118669,-67.50,-88.50,1,0,8,OFF CUTTER,35,LATE CUT,0,0,6,11,49,0,0,0,0,0,0,0,0,0
72,7,337,1,1,India,Shikhar Dhawan,Sam Curran,,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.6,0,118670,68.00,-8.00,0,0,8,OFF CUTTER,27,FORWARD PUSH,0,0,7,11,49,0,0,0,0,0,0,0,0,0
73,1,337,1,1,India,Rohit Sharma,Tom Curran,,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.1,0,118671,-79.00,-23.00,0,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,1,12,49,0,1,0,0,0,0,0,0,0
74,2,337,1,1,India,Rohit Sharma,Tom Curran,,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.2,0,118672,-79.00,-23.00,0,0,37,NIPPED AWAY,36,CUT SHOT,0,0,2,12,49,0,0,0,0,0,0,0,0,0
75,3,337,1,1,India,Rohit Sharma,Tom Curran,,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.3,0,118673,-79.00,-23.00,0,0,38,STRAIGHT BALL,77,SD DEFENCE,0,0,3,12,49,0,0,0,0,0,0,0,0,0
76,4,337,1,1,India,Rohit Sharma,Tom Curran,,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.4,0,118674,-79.00,-23.00,0,0,39,ANGLED IN,40,FLICK,0,0,4,12,49,0,0,0,0,0,0,0,0,0
77,5,337,1,1,India,Rohit Sharma,Tom Curran,,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.5,0,118675,60.50,66.50,1,0,38,STRAIGHT BALL,97,BACKFOOT PUSH,0,0,5,12,50,0,0,1,1,0,1,0,0,0
78,6,337,1,1,India,Shikhar Dhawan,Tom Curran,,13,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.6,0,118676,47.50,-120.00,1,0,30,ANGLED ACROSS,77,SD DEFENCE,0,0,6,12,51,0,0,0,1,0,0,0,0,0
79,1,337,1,1,India,Shikhar Dhawan,Ben Stokes,,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.1,0,118677,8.50,55.50,0,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,1,13,51,0,1,0,1,0,0,0,0,0
80,2,337,1,1,India,Shikhar Dhawan,Ben Stokes,,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.2,0,118678,49.50,43.00,0,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,2,13,51,0,0,0,1,0,0,0,0,0
81,3,337,1,1,India,Shikhar Dhawan,Ben Stokes,,14,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,13.3,0,118679,-118.00,-32.00,2,0,30,ANGLED ACROSS,37,SD FLICK,0,0,3,13,53,0,0,0,1,0,0,0,0,0
82,4,337,1,1,India,Shikhar Dhawan,Ben Stokes,,14,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,13.4,0,118680,-69.50,-134.00,4,0,36,BOUNCER,58,PULL SHOT,1,0,4,13,57,0,0,0,1,0,0,0,0,0
83,5,337,1,1,India,Shikhar Dhawan,Ben Stokes,,14,5,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,13.5,1,118681,-69.50,-134.00,1,0,38,STRAIGHT BALL,54,LEG GLANCE,0,0,5,13,58,0,0,0,1,0,0,0,0,0
84,6,337,1,1,India,Rohit Sharma,Ben Stokes,,14,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.6,0,118682,-69.50,-134.00,0,0,38,STRAIGHT BALL,49,FORWARD DEFENCE,0,0,6,13,58,0,0,0,1,0,0,0,0,0
85,1,337,1,1,India,Shikhar Dhawan,Tom Curran,,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,14.1,0,118683,-20.50,66.50,0,0,30,ANGLED ACROSS,49,FORWARD DEFENCE,0,0,1,14,58,0,1,0,1,0,0,0,0,0
86,2,337,1,1,India,Shikhar Dhawan,Tom Curran,,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,14.2,0,118684,64.50,11.50,0,0,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,2,14,58,0,0,0,1,0,0,0,0,0
87,3,337,1,1,India,Shikhar Dhawan,Tom Curran,,15,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.3,0,118685,61.50,-101.50,1,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,3,14,59,0,0,0,1,0,0,0,0,0
88,4,337,1,1,India,Rohit Sharma,Tom Curran,,15,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,14.4,0,118686,161.00,122.50,4,0,38,STRAIGHT BALL,70,SD PULL,0,0,4,14,63,0,0,0,1,0,0,0,0,0
89,5,337,1,1,India,Rohit Sharma,Tom Curran,,15,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,14.5,0,118687,-68.50,-3.00,0,0,39,ANGLED IN,40,FLICK,0,0,5,14,63,0,0,0,1,0,0,0,0,0
90,6,337,1,1,India,Rohit Sharma,Tom Curran,,15,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.6,0,118688,63.00,74.50,1,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,6,14,64,0,0,0,1,0,0,0,0,0
91,1,337,1,1,India,Rohit Sharma,Ben Stokes,,16,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,15.1,0,118689,-14.00,-32.00,0,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,1,15,64,1,1,0,1,0,0,0,0,0
92,2,337,1,1,India,Virat Kohli,Ben Stokes,,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,15.2,0,118690,-60.00,44.50,0,0,38,STRAIGHT BALL,51,FRONTFOOT COVERDRIVE,0,0,2,15,64,1,2,0,1,0,0,0,0,0
93,3,337,1,1,India,Virat Kohli,Ben Stokes,,16,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.3,0,118691,-143.00,50.50,1,0,38,STRAIGHT BALL,51,FRONTFOOT COVERDRIVE,0,0,3,15,65,1,0,0,1,0,0,0,0,0
