CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,timezone1,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,MatchEndDate,MatchEndTime,MatchTypeName,RowNo,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow,MATCH_NO_OF_OVERS,ROUND_ID,CompetitionName,MatchHomeTeamLogo,MatchAwayTeamLogo,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,ProjectedScore,2ndProjectedScore,3rdProjectedScore,TeamType,MOM,MOM_TYPE,MOMPlayerId,MOMRuns,MOMBalls,MOMWicket,MOMRC,MOMImage,KO,GMTMatchEndTime,GMTMatchEndDate,AudioHighlightsText,AudioHighlightsPath,AudioPodcastPath
10000,10011,2,T20,Post,2008-04-26,26 Apr 2008,Royal Challengers Bangalore VS Rajasthan Royals,20:00,20:00 GMT,2008-04-26,19,Royal Challengers Bangalore,18,Rajasthan Royals,RCB,RR,70,M. Chinnaswamy Stadium,Rajasthan Royals won by 7 wickets,Rajasthan Royals,,,0,129/0 (20.1 Ov),135/0 (17.1 Ov),286,2008-04-26 20:00:00,Bengaluru,,,,,,,,115,115,115,0,Asia/Kolkata,19,Royal Challengers Bangalore,,,,,18,Rajasthan Royals,26 Apr 2008,23:00,T20,12,Brian Jerling,Brian Jerling,Brian Jerling,Rajasthan Royals won by 7 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,135/8 (20 Overs),135,8,20,6.75,138/3 (17.1 Overs),138,3,17.1,8.03,,,,,,,,,,,,,,,,,12th  T20,,,12,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10010,2,T20,Post,2008-04-26,26 Apr 2008,Chennai Super Kings VS Kolkata Knight Riders,16:00,16:00 GMT,2008-04-26,16,Kolkata Knight Riders,13,Chennai Super Kings,KKR,CSK,73,M. A. Chidambaram Stadium,Chennai Super Kings won by 9 wickets,Kolkata Knight Riders,,,0,139/0 (20.2 Ov),134/0 (17.1 Ov),285,2008-04-26 16:00:00,Chennai,,,,,,,,115,115,115,0,Asia/Kolkata,13,Chennai Super Kings,,,,,16,Kolkata Knight Riders,26 Apr 2008,23:00,T20,11,Brian Jerling,Brian Jerling,Brian Jerling,Chennai Super Kings won by 9 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,147/9 (20 Overs),147,9,20,7.35,152/1 (17 Overs),152,1,17,8.94,,,,,,,,,,,,,,,,,11th  T20,,,11,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10013,2,T20,Post,2008-04-27,27 Apr 2008,Mumbai Indians VS Deccan Chargers,20:00,20:00 GMT,2008-04-27,17,Mumbai Indians,36,Deccan Chargers,MI,TM000036,69,DY Patil Stadium,Deccan Chargers won by 10 wickets,Deccan Chargers,,,0,143/0 (20.2 Ov),146/0 (12.1 Ov),288,2008-04-27 20:00:00,NAVI MUMBAI,,,,,,,,115,115,115,0,Asia/Kolkata,17,Mumbai Indians,,,,,36,Deccan Chargers,27 Apr 2008,23:00,T20,14,Brian Jerling,Brian Jerling,Brian Jerling,Deccan Chargers won by 10 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,154/7 (20 Overs),154,7,20,7.70,155/0 (12 Overs),155,0,12,12.91,,,,,,,,,,,,,,,,,14th  T20,,,14,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10012,2,T20,Post,2008-04-27,27 Apr 2008,Punjab Kings VS Delhi Capitals,16:00,16:00 GMT,2008-04-27,14,Delhi Capitals,15,Punjab Kings,DC,PBKS,71,IS Bindra Stadium,Punjab Kings won by 4 wickets,Delhi Capitals,,,0,147/0 (20.0 Ov),153/0 (19.5 Ov),287,2008-04-27 16:00:00,Mohali,,,,,,,,115,115,115,0,Asia/Kolkata,15,Punjab Kings,,,,,14,Delhi Capitals,27 Apr 2008,23:00,T20,13,Brian Jerling,Brian Jerling,Brian Jerling,Punjab Kings won by 4 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,158/8 (20 Overs),158,8,20,7.90,162/6 (19.3 Overs),162,6,19.3,8.30,,,,,,,,,,,,,,,,,13th  T20,,,13,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10014,2,T20,Post,2008-04-28,28 Apr 2008,Royal Challengers Bangalore VS Chennai Super Kings,20:00,20:00 GMT,2008-04-28,13,Chennai Super Kings,19,Royal Challengers Bangalore,CSK,RCB,70,M. Chinnaswamy Stadium,Chennai Super Kings won by 13 runs,Chennai Super Kings,,,0,174/0 (20.0 Ov),158/0 (19.4 Ov),289,2008-04-28 20:00:00,Bengaluru,,,,,,,,115,115,115,0,Asia/Kolkata,19,Royal Challengers Bangalore,,,,,13,Chennai Super Kings,28 Apr 2008,23:00,T20,15,Brian Jerling,Brian Jerling,Brian Jerling,Chennai Super Kings won by 13 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,178/5 (20 Overs),178,5,20,8.90,165/10 (19.4 Overs),165,10,19.4,8.38,,,,,,,,,,,,,,,,,15th  T20,,,15,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10015,2,T20,Post,2008-04-29,29 Apr 2008,Kolkata Knight Riders VS Mumbai Indians,20:00,20:00 GMT,2008-04-29,16,Kolkata Knight Riders,17,Mumbai Indians,KKR,MI,19,Eden Gardens,Mumbai Indians won by 7 wickets,Mumbai Indians,,,0,124/0 (20.0 Ov),123/0 (18.5 Ov),290,2008-04-29 20:00:00,Kolkata,,,,,,,,115,115,115,0,Asia/Kolkata,16,Kolkata Knight Riders,,,,,17,Mumbai Indians,29 Apr 2008,23:00,T20,16,Brian Jerling,Brian Jerling,Brian Jerling,Mumbai Indians won by 7 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,137/8 (20 Overs),137,8,20,6.85,138/3 (18.4 Overs),138,3,18.4,7.39,,,,,,,,,,,,,,,,,16th  T20,,,16,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10016,2,T20,Post,2008-04-30,30 Apr 2008,Delhi Capitals VS Royal Challengers Bangalore,20:00,20:00 GMT,2008-04-30,14,Delhi Capitals,19,Royal Challengers Bangalore,DC,RCB,17,Arun Jaitley Stadium,Delhi Capitals won by 10 runs,Royal Challengers Bangalore,,,0,187/0 (20.1 Ov),169/0 (20.1 Ov),291,2008-04-30 20:00:00,Delhi,,,,,,,,115,115,115,0,Asia/Kolkata,14,Delhi Capitals,,,,,19,Royal Challengers Bangalore,30 Apr 2008,23:00,T20,17,Brian Jerling,Brian Jerling,Brian Jerling,Delhi Capitals won by 10 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,191/5 (20 Overs),191,5,20,9.55,181/5 (20 Overs),181,5,20,9.05,,,,,,,,,,,,,,,,,17th  T20,,,17,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10018,2,T20,Post,2008-05-01,1 May 2008,Deccan Chargers VS Punjab Kings,20:00,20:00 GMT,2008-05-01,36,Deccan Chargers,15,Punjab Kings,TM000036,PBKS,72,Rajiv Gandhi Intl. Cricket Stadium,Punjab Kings won by 7 wickets,Punjab Kings,,,0,160/0 (20.0 Ov),161/0 (18.5 Ov),293,2008-05-01 20:00:00,Hyderabad,,,,,,,,115,115,115,0,Asia/Kolkata,36,Deccan Chargers,,,,,15,Punjab Kings,1 May 2008,23:00,T20,19,Brian Jerling,Brian Jerling,Brian Jerling,Punjab Kings won by 7 wickets,,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,164/8 (20 Overs),164,8,20,8.20,167/3 (18.5 Overs),167,3,18.5,8.86,,,,,,,,,,,,,,,,,19th  T20,,,19,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10017,2,T20,Post,2008-05-01,1 May 2008,Rajasthan Royals VS Kolkata Knight Riders,16:00,16:00 GMT,2008-05-01,18,Rajasthan Royals,16,Kolkata Knight Riders,RR,KKR,20,Sawai Mansingh Stadium,Rajasthan Royals won by 45 runs,Kolkata Knight Riders,,,0,182/0 (20.4 Ov),139/0 (19.1 Ov),292,2008-05-01 16:00:00,Jaipur,,,,,,,,115,115,115,0,Asia/Kolkata,18,Rajasthan Royals,,,,,16,Kolkata Knight Riders,1 May 2008,23:00,T20,18,Brian Jerling,Brian Jerling,Brian Jerling,Rajasthan Royals won by 45 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,196/7 (20 Overs),196,7,20,9.80,151/10 (19.1 Overs),151,10,19.1,7.87,,,,,,,,,,,,,,,,,18th  T20,,,18,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10019,2,T20,Post,2008-05-02,2 May 2008,Chennai Super Kings VS Delhi Capitals,20:00,20:00 GMT,2008-05-02,13,Chennai Super Kings,14,Delhi Capitals,CSK,DC,73,M. A. Chidambaram Stadium,Delhi Capitals won by 8 wickets,Delhi Capitals,,,0,162/0 (20.2 Ov),166/0 (19.2 Ov),294,2008-05-02 20:00:00,Chennai,,,,,,,,115,115,115,0,Asia/Kolkata,13,Chennai Super Kings,,,,,14,Delhi Capitals,2 May 2008,23:00,T20,20,Brian Jerling,Brian Jerling,Brian Jerling,Delhi Capitals won by 8 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,169/6 (20 Overs),169,6,20,8.45,172/2 (19 Overs),172,2,19,9.05,,,,,,,,,,,,,,,,,20th  T20,,,20,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
