MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick,release_speed,initial_angle,release_x,release_y,release_z,pre_bounce_ax,pre_bounce_ay,pre_bounce_az,pre_bounce_vx,pre_bounce_vy,pre_bounce_vz,bounce_angle,cof,cor,pbr,shot_attacked,shot_played,shot_info,crease_reaction_time,interception_reaction_time,bounce_x,bounce_y,post_bounce_ax,post_bounce_ay,post_bounce_az,post_bounce_vx,post_bounce_vy,post_bounce_vz,impact_x,impact_y,impact_z,crease_x,crease_y,crease_z,drop_angle,stump_x,stump_y,stump_z,swing,deviation,swing_dist,six_dist,ground,date,season
2502,1,18,Rajasthan Royals,Yashasvi Jaiswal,Lungisani Ngidi,,2,5,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,1.5,1,1,0,833094,57.5,105.0,0,0,,39.0,ANGLED IN,5.0,LOFTED OFF DRIVE,0,0,5,1,19,1,Outside Off stump,Full Length,1,0,0,0,0,0,0,0,70.9344479667166,-4.129013760960819,8.34075881190838,0.6470033250255017,2.093522424934757,,,,,,,8.616230450175443,0.1152916520798251,0.6060422571188928,89.37717335985141,None,None,None,0.600242614746094,0.5729255676269531,4.88076,0.760784,,,,,,,-8.529122,0.820836,0.477052,-8.840605,0.826498,0.509447,-13.43778711020998,-10.05979855535025,0.848790638191529,0.6229305135913489,-0.2451558201988881,0.6609524840279516,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Dhruv Jurel,Lungisani Ngidi,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,833095,57.5,105.0,0,0,,39.0,ANGLED IN,105.0,LEFT ALONE,0,0,6,1,19,1,Outside Off stump,Good Length,2,0,0,0,0,0,0,0,84.7816721676198,-7.904429517917558,8.34065707941486,-0.8861159695510612,2.062565565895809,,,,,,,7.531551202175371,0.1296967028659054,0.5936549074463456,86.07856583036131,None,None,None,0.508255004882812,0.5286483764648438,6.817846,-0.611326,,,,,,,-999.9,-999.9,-999.9,-8.841064,-0.520128,0.642285,-12.01984950617235,-10.05992133295706,-0.4997475009966586,0.7335829239340825,-0.5993754135766881,-0.1321705974064584,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Mitchell Starc,,3,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,2.1,1,1,1,833096,57.5,105.0,1,0,,39.0,ANGLED IN,105.0,LEFT ALONE,0,0,1,2,20,1,Outside Leg stump,Full Toss,3,0,0,0,0,0,0,0,90.42512073577672,-3.10870099172132,8.340968981923162,0.374498697287555,2.056301280299376,,,,,,,6.441325234498009,0.1842945872557799,0.650000000000001,89.07054127442215,Attacked,Missed,None,0.465282440185547,0.487335205078125,-0.6577640000000002,-0.96317,,,,,,,-999.9,-999.9,-999.9,-8.840861,-0.808463,0.332713,-9.36968105825831,-10.06001221957954,-0.9083123075519988,0.1422739534421475,-1.478838665336715,-1.272221872585407e-14,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Mitchell Starc,,3,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.1,1,1,0,833097,75.0,-162.5,4,0,,39.0,ANGLED IN,5.0,LOFTED OFF DRIVE,0,0,2,2,24,1,Outside Off stump,Full Length,0,0,0,0,0,0,0,0,89.87836233978625,-6.106233201865649,8.340796364713498,0.3907055957309276,2.006992887330146,,,,,,,6.773927208012717,0.2297587373362982,0.6276215980049691,81.16736596711556,Attacked,Edged,None,0.477264404296875,0.4416961669921875,4.411474,0.319084,,,,,,,-8.206408,0.337081,0.321769,-8.840814,0.3416,0.381464,-10.0233825807412,-10.06007100103188,0.3503492781033938,0.4860283885123853,1.3574767364098,-0.02118204413399076,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Mitchell Starc,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.2,1,1,0,833098,65.0,23.0,0,0,,39.0,ANGLED IN,84.0,FRONTFOOT OFF DRIVE,0,0,3,2,24,1,Off stump,Full Toss,0,0,0,0,0,0,0,0,87.74186987340336,-1.990761085798192,8.340517348624513,0.3454968546158114,2.062149201000485,,,,,,,6.275696014286373,0.1885395495253103,0.6499999999999987,88.64604504746877,Attacked,Edged,None,0.470489501953125,0.4558639526367188,-3.364958999999999,0.254212,,,,,,,-8.515822,0.237814,0.74176,-8.840804,0.238148,0.700093,-9.130934607530802,-10.06001893843071,0.2403275871775371,0.5375868249922023,1.073089076849514,0.0,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Mitchell Starc,,3,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,2.3,1,1,0,833099,-199.0,-72.0,6,0,,39.0,ANGLED IN,58.0,BACKFOOT PULL SHOT,0,0,4,2,30,1,Outside Off stump,Short Length,0,0,0,0,0,0,0,0,86.74220984568824,-13.25168873439167,8.340535185558103,0.3779614698926262,1.935305185647353,,,,,,,9.401245504189184,0.08736852950898544,0.5493626602764813,83.66754609057367,Attacked,Played,None,0.506057739257812,0.47625732421875,11.191195,0.183679,,,,,,,-8.161466,-0.134168,1.225268,-8.840982,-0.158327,1.280859,-16.16089756828631,-10.05988939943381,-0.2019958970032482,1.369155142484346,-2.592298474115047,0.9830038673037326,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Mitchell Starc,,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.4,1,1,0,833100,-161.5,50.5,1,0,,39.0,ANGLED IN,40.0,FRONTFOOT FLICK,0,0,5,2,31,1,Leg stump,Yorker,0,0,0,0,0,0,0,0,90.60877005860583,-4.116898438132846,8.340640572887306,0.3411763592466455,2.032862494371938,,,,,,,6.652475991852426,0.1778811631645131,0.6500000000000004,89.71188368354875,Attacked,Played,None,0.464641571044922,0.4353790283203125,1.492065,-0.105015,,,,,,,-8.233912,-0.093244,0.088112,-8.840646,-0.11468,0.063055,-9.673794218869393,-10.05971852654595,-0.1578846603370769,0.1961867490959075,-0.980364392727376,1.272221872585407e-14,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Dhruv Jurel,Mitchell Starc,,3,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.5,1,1,0,833101,-214.5,70.5,4,0,,30.0,ANGLED ACROSS,15.0,LOFTED COVER DRIVE,0,0,6,2,35,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,86.00095275399768,-8.022170869823826,8.340551653183898,0.3463153213909804,2.002781906361073,,,,,,,8.158693162355767,0.107624576845032,0.6537139265193933,97.2946312934058,Attacked,Played,None,0.492324829101562,0.456939697265625,7.163598,-0.214447,,,,,,,-8.080734,-0.526518,0.672169,-8.840928,-0.573324,0.745171,-11.91714342184929,-10.06014878818451,-0.6489749026067897,0.8511580972897489,-0.6408637964017834,-0.1893325945546416,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Dhruv Jurel,Mitchell Starc,,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.6,1,1,0,833102,3.5,56.5,0,0,,30.0,ANGLED ACROSS,49.0,FORWARD DEFENCE,0,0,7,2,35,1,Leg stump,Good Length,0,0,0,0,0,0,0,0,86.77044908155852,-8.588720433054835,8.340362292974653,0.310505571515652,2.023905539052128,,,,,,,7.2573541484322,0.1328488755053422,0.5472180341641979,78.79781757409545,Defended,Played,None,0.499832153320312,0.4748153686523438,7.693803,0.109485,,,,,,,-8.458321,-0.0312,0.65432,-8.841063,-0.040262,0.681497,-12.52103827464984,-10.05973628135779,-0.069298228599319,0.7585014583477521,-0.05552189269334386,-0.1885848103441642,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Lungisani Ngidi,,4,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.1,1,1,0,833103,169.0,162.5,4,0,,39.0,ANGLED IN,15.0,LOFTED COVER DRIVE,0,0,1,3,39,1,Outside Off stump,Full Length,1,0,0,0,0,0,0,0,72.23637590347768,-4.610404066235034,8.340534203072249,0.676102490099926,2.041337207456272,,,,,,,9.366267336406258,0.1719357354341032,0.6412250395120789,88.99018238340152,Attacked,Played,None,0.595298767089844,0.5474624633789062,5.665263,0.419341,,,,,,,-7.980066,0.364864,0.552108,-8.840614,0.35156,0.647181,-13.4899590160635,-10.06007529048104,0.3325500734421214,0.7636212407275111,-0.858801721472137,0.7450536335769607,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Lungisani Ngidi,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.2,1,1,0,833104,51.5,126.5,0,0,,39.0,ANGLED IN,84.0,FRONTFOOT OFF DRIVE,0,0,2,3,39,1,Outside Off stump,Full Length,0,0,0,0,0,0,0,0,71.65039678616776,-1.336401359848228,8.340638847426156,0.7177556131314422,2.085013885254171,,,,,,,9.089943328518448,0.1296609401403119,0.6499999999999991,94.53390598596867,Defended,Played,None,0.586944580078125,0.5479660034179688,1.519622,0.338596,,,,,,,-8.196912,0.349866,0.099608,-8.840834,0.328664,0.067632,-13.16141036704965,-10.06017038473246,0.2883588420157024,0.2476395250240193,-1.146585950996778,0.0,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Lungisani Ngidi,,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.3,1,1,0,833105,55.5,67.0,1,0,,39.0,ANGLED IN,51.0,FRONTFOOT COVERDRIVE,0,0,3,3,40,1,Outside Off stump,Full Length,0,0,0,0,0,0,0,0,71.91115554390221,-2.14414353656542,8.340465444789828,0.6391241318640845,2.084716343958239,,,,,,,7.45207547806312,0.1337414648784254,0.5341838893062434,76.75343690809397,Attacked,Played,None,0.587024688720703,0.5653839111328125,2.666951,0.345624,,,,,,,-8.671902,0.328786,0.19735,-8.840709,0.326552,0.216333,-13.12895537393188,-10.05980355603111,0.3103275673866078,0.3417417812847218,-1.315697587149584,1.012079061423969,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Dhruv Jurel,Lungisani Ngidi,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.4,1,1,0,833106,-92.5,69.0,0,0,,39.0,ANGLED IN,51.0,FRONTFOOT COVERDRIVE,0,0,4,3,40,1,Outside Leg stump,Good Length,0,0,0,0,0,0,0,0,86.35388922026145,-7.2396335814081,8.340740841401374,-0.9458964404174314,2.068785340423059,,,,,,,8.60436825040127,0.2053156365388675,0.6895465980094605,92.90042604753233,Attacked,Played,None,0.500736236572266,0.4733505249023438,6.009873,-0.612051,,,,,,,-8.385326,-0.528697,0.60853,-8.841102,-0.519767,0.658051,-11.52611667940545,-10.06005584687549,-0.4957241519586962,0.7802874320873256,-0.6774735896646963,-0.1050159773942007,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Dhruv Jurel,Lungisani Ngidi,,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.5,1,1,0,833107,74.5,62.0,0,0,,39.0,ANGLED IN,40.0,FRONTFOOT FLICK,0,0,5,3,40,1,Outside Off stump,Full Toss,0,0,0,0,0,0,0,0,71.36195771088644,-0.9868177345965948,8.340795668821091,-0.8805119647650612,2.097938320309446,,,,,,,9.263033911649845,0.1271660999534028,0.6499999999999995,94.78339000465965,Defended,Played,None,0.588798522949219,0.53521728515625,1.443827000000001,-0.275269,,,,,,,-7.775467,-0.296607,0.238054,-8.840718,-0.269707,0.079404,-13.40728447810632,-10.05997792751832,-0.2395097398462225,0.264340111556721,-1.173304766638808,0.0,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Dhruv Jurel,Lungisani Ngidi,,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.6,1,1,0,833108,74.5,62.0,0,0,,39.0,ANGLED IN,44.0,GLIDE,0,0,6,3,40,1,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,84.36195771088656,-9.847904019869873,8.340939508974092,-0.9829314775886557,2.070670412606206,,,,,,,8.101145827004803,0.158761256794935,0.5584963812397278,77.89833150646567,Attacked,Edged,None,0.518978118896484,0.515625,8.508625,-0.652632,,,,,,,-9.145087,-0.345792,0.844884,-8.840972,-0.358437,0.823689,-13.4814090130335,-10.06029931864574,-0.3075495454408179,0.9026633700977706,0.3777038485165455,0.1393290245673648,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Tripurana Vijay,,5,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.1,1,1,0,833109,198.0,106.5,4,0,,,Knuckleball,52.0,BACKFOOT COVERDRIVE,0,0,1,4,44,1,Outside Off stump,Good Length,1,0,0,0,0,0,0,0,53.71381677163168,-2.950169385179337,8.340718946417578,0.9116422925759864,2.069168795596345,,,,,,,11.44198967618357,0.2222790141187449,0.5986934791153957,77.57612045543488,Attacked,Played,None,0.806625366210938,0.78643798828125,6.582494,0.36754,,,,,,,-8.696273,0.30378,0.730198,-8.840905,0.301973,0.738321,-16.81652092765778,-10.05985269180204,0.2866626530064301,0.7819933771381556,-0.8966621861782355,2.416713613026847,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Tripurana Vijay,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.2,1,1,0,833110,75.5,43.5,0,0,,,Knuckleball,52.0,BACKFOOT COVERDRIVE,0,0,2,4,44,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,53.8689816051428,-2.356243801227617,8.340560438619402,0.8593605617538406,2.072917654159864,,,,,,,12.79647432347414,0.249382339882517,0.6645512905387991,84.74445959256818,Defended,Played,None,0.828712463378906,0.7758750915527344,6.071018,0.299994,,,,,,,-8.5382,0.269712,0.788698,-8.840987,0.267655,0.81723,-16.6891567637877,-10.05993259547859,0.2593217195744006,0.9039478513930049,-1.366239471836767,2.935236498554682,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Tripurana Vijay,,5,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.3,1,1,0,833111,125.5,200.5,4,0,,25.0,OFF SPIN,5.0,LOFTED OFF DRIVE,0,0,3,4,48,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,53.00165864701817,-1.86044873927363,8.34066823995461,0.9001391300467616,2.081294962671323,,,,,,,11.51353195540027,0.2386171190841095,0.5837972223264796,73.70787144056098,Attacked,Played,None,0.842205047607422,0.7775115966796875,5.99485,0.609439,,,,,,,-8.413436,0.615598,0.662249,-8.840944,0.616216,0.693107,-17.1397597532337,-10.0600588282488,0.6179894861774845,0.7501043009522329,-0.6211060493285666,1.745794138119763,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Tripurana Vijay,,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.4,1,1,0,833112,31.5,24.5,0,0,,,Knuckleball,50.0,BACKFOOT DEFENCE,0,0,4,4,48,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,53.48747191306063,-1.359487448179677,8.340737332860698,0.8882061809671872,2.085393482647932,,,,,,,11.91744003089369,0.3163094821530322,0.584261178017109,66.00822848726314,Defended,Played,None,0.771652221679688,0.7753028869628906,5.507584,0.250113,,,,,,,-8.349941,0.20565,0.624195,-8.840982,0.199793,0.66618,-17.03109746319677,-10.0599288165107,0.1851463381568818,0.7358557874932571,-0.7221460226555917,2.549187375636559,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
